Word;Part of speech;Translation;Frequency;Forms;Raw frequency;Number;Term;Term number;Term type;Auxiliary verb;Main word;Endings;Comment & logic
Text;Text;Text;Figure;Text;Figure;Text;Text;Figure;Text;Text;Text;Text;Text
;;;;;;;;;;;;;
aconsejar;Verb;to advise, to counsel;1828;;;;;;;;;"me, te, se, lo, le, la; melo, telo, selo, mele, tele, sele, mela, tela, sela";
aconsejar;Verb;to advise, to counsel;1828;aconsejemos;;;imperativo;;;;aconsejemos;"me, te, se, lo, le, la; melo, telo, selo, mele, tele, sele, mela, tela, sela";
aconsejar;Verb;to advise, to counsel;1828;aconsejad;;;imperativo;;;;aconsejad;"me, te, se, lo, le, la; melo, telo, selo, mele, tele, sele, mela, tela, sela";
aconsejar;Verb;to advise, to counsel;1828;aconsej_is;negative;;imperativo;;;;aconsej_is;"me, te, se, lo, le, la; melo, telo, selo, mele, tele, sele, mela, tela, sela";
aconsejar;Verb;to advise, to counsel;1828;aconsejen;;;imperativo;;;;aconsejen;"me, te, se, lo, le, la; melo, telo, selo, mele, tele, sele, mela, tela, sela";
;;;;;;;;;;;;;
;;;;;;;;;;;;;
el, ;Article;la the;1 ;;;;;;;;el, ;n/a;n/a
un ;Article;a, an;7 ;;;;;;;;un ;n/a;n/a
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
que ;Conjunction;that, which;3 ;;;;;;;;que ;n/a;n/a
y ;Conjunction;and;4 ;;;;;;;;y ;n/a;n/a
como ;Conjunction;like, as;16 ;;;;;;;;como ;n/a;n/a
pero ;Conjunction;but, yet, except;23 ;;;;;;;;pero ;n/a;n/a
o ;Conjunction;or;26 ;;;;;;;;o ;n/a;n/a
si ;Conjunction;if, whether;34 ;;;;;;;;si ;n/a;n/a
porque ;Conjunction;because;38 ;;;;;;;;porque ;n/a;n/a
cuando ;Conjunction;when;40 ;;;;;;;;cuando ;n/a;n/a
ni ;Conjunction;not even, neither, nor;64 ;;;;;;;;ni ;n/a;n/a
donde ;Conjunction;where;84 ;;;;;;;;donde ;n/a;n/a
pues ;Conjunction;then, well then;103 ;;;;;;;;pues ;n/a;n/a
sino ;Conjunction;but, except, rather;109 ;;;;;;;;sino ;n/a;n/a
aunque ;Conjunction;although, even though;117 ;;;;;;;;aunque ;n/a;n/a
mientras ;Conjunction;while, whereas, as long as;154 ;;;;;;;;mientras ;n/a;n/a
mas ;Conjunction;but, however;777 ;;;;;;;;mas ;n/a;n/a
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
ah ;Interjection;oh;1489 ;;;;;;;;ah ;n/a;n/a
ay ;Interjection;oh no!, oh my!;2337 ;;;;;;;;ay ;n/a;n/a
eh ;Interjection;eh;2520 ;;;;;;;;eh ;n/a;n/a
oh ;Interjection;oh;2736 ;;;;;;;;oh ;n/a;n/a
hola ;Interjection;hello, hi;4752 ;;;;;;;;hola ;n/a;n/a
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
dos ;Number;two;56 ;;;;;;;;dos ;n/a;n/a
uno ;Number;one;72 ;;;;;;;;uno ;n/a;n/a
tres ;Number;three;119 ;;;;;;;;tres ;n/a;n/a
cuatro ;Number;four;188 ;;;;;;;;cuatro ;n/a;n/a
mil ;Number;thousand;217 ;;;;;;;;mil ;n/a;n/a
cinco ;Number;_ve;231 ;;;;;;;;cinco ;n/a;n/a
ciento ;Number;hundred;300 ;;;;;;;;ciento ;n/a;n/a
diez ;Number;ten;346 ;;;;;;;;diez ;n/a;n/a
seis ;Number;six;375 ;;;;;;;;seis ;n/a;n/a
siete ;Number;seven;470 ;;;;;;;;siete ;n/a;n/a
ocho ;Number;eight;492 ;;;;;;;;ocho ;n/a;n/a
mill_n ;Number;million, fortune;523 ;;;;;;;;mill_n ;n/a;n/a
veinte ;Number;twenty;582 ;;;;;;;;veinte ;n/a;n/a
treinta ;Number;thirty;722 ;;;;;;;;treinta ;n/a;n/a
cincuenta ;Number;_fty;782 ;;;;;;;;cincuenta ;n/a;n/a
nueve ;Number;nine;786 ;;;;;;;;nueve ;n/a;n/a
doce ;Number;twelve;823 ;;;;;;;;doce ;n/a;n/a
cuarenta ;Number;forty;943 ;;;;;;;;cuarenta ;n/a;n/a
quince ;Number;_fteen;1033 ;;;;;;;;quince ;n/a;n/a
sesenta ;Number;sixty;1306 ;;;;;;;;sesenta ;n/a;n/a
once ;Number;eleven;1455 ;;;;;;;;once ;n/a;n/a
setenta ;Number;seventy;1773 ;;;;;;;;setenta ;n/a;n/a
trece ;Number;thirteen;2115 ;;;;;;;;trece ;n/a;n/a
ochenta ;Number;eighty;2120 ;;;;;;;;ochenta ;n/a;n/a
catorce ;Number;fourteen;2278 ;;;;;;;;catorce ;n/a;n/a
cero ;Number;zero, naught, nil;2284 ;;;;;;;;cero ;n/a;n/a
veinticinco ;Number;twenty-_ve;2311 ;;;;;;;;veinticinco ;n/a;n/a
doscientos ;Number;two hundred;2344 ;;;;;;;;doscientos ;n/a;n/a
dieciocho ;Number;eighteen;2694 ;;;;;;;;dieciocho ;n/a;n/a
diecis_is ;Number;sixteen;2793 ;;;;;;;;diecis_is ;n/a;n/a
veinticuatro ;Number;twenty-four;2998 ;;;;;;;;veinticuatro ;n/a;n/a
trescientos ;Number;three hundred;3341 ;;;;;;;;trescientos ;n/a;n/a
noventa ;Number;ninety;3417 ;;;;;;;;noventa ;n/a;n/a
quinientos ;Number;_ve hundred;3426 ;;;;;;;;quinientos ;n/a;n/a
diecisiete ;Number;seventeen;3446 ;;;;;;;;diecisiete ;n/a;n/a
veintid_s ;Number;twenty-two;4873 ;;;;;;;;veintid_s ;n/a;n/a
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
de ;Preposition;of, from;2 ;;;;;;;;de ;n/a;n/a
a ;Preposition;to, at;5 ;;;;;;;;a ;n/a;n/a
en ;Preposition;in, on;6 ;;;;;;;;en ;n/a;n/a
por ;Preposition;by, for, through;12 ;;;;;;;;por ;n/a;n/a
con ;Preposition;with;13 ;;;;;;;;con ;n/a;n/a
para ;Preposition;for, to, in order to;15 ;;;;;;;;para ;n/a;n/a
sin ;Preposition;without;43 ;;;;;;;;sin ;n/a;n/a
sobre ;Preposition;on top of, over, about;48 ;;;;;;;;sobre ;n/a;n/a
hasta ;Preposition;until, up to, even (ADV);54 ;;;;;;;;hasta ;n/a;n/a
entre ;Preposition;between, among;58 ;;;;;;;;entre ;n/a;n/a
desde ;Preposition;from, since;61 ;;;;;;;;desde ;n/a;n/a
hacia ;Preposition;toward, towards;125 ;;;;;;;;hacia ;n/a;n/a
contra ;Preposition;against, opposite;172 ;;;;;;;;contra ;n/a;n/a
bajo ;Preposition;under, underneath;214 ;;;;;;;;bajo ;n/a;n/a
ante ;Preposition;before, in the presence of257 seg_n according to;236 ;;;;;;;;ante ;n/a;n/a
tras ;Preposition;after, behind;534 ;;;;;;;;tras ;n/a;n/a
mediante ;Preposition;by means of;896 ;;;;;;;;mediante ;n/a;n/a
excepto ;Preposition;except (for);3108 ;;;;;;;;excepto ;n/a;n/a
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
se ;Pronoun;[“re_exive” marker];9 ;;;;;;;;se ;n/a;n/a
le ;Pronoun;[3rd person] (indir obj);19 ;;;;;;;;le ;n/a;n/a
lo ;Pronoun;[3rd person] (dir obj-m);21 ;;;;;;;;lo ;n/a;n/a
la ;Pronoun;[3rd person] (dir obj-f);33 ;;;;;;;;la ;n/a;n/a
me ;Pronoun;me (obj);35 ;;;;;;;;me ;n/a;n/a
_l ;Pronoun;he, [ellos] them (m);41 ;;;;;;;;_l ;n/a;n/a
qu_ ;Pronoun;what?, which?, how (+ ADJ)!;47 ;;;;;;;;qu_ ;n/a;n/a
yo ;Pronoun;I (subj);52 ;;;;;;;;yo ;n/a;n/a
eso ;Pronoun;that (n);63 ;;;;;;;;eso ;n/a;n/a
nos ;Pronoun;us (obj);65 ;;;;;;;;nos ;n/a;n/a
ella ;Pronoun;she, [ellas] them (f);69 ;;;;;;;;ella ;n/a;n/a
nada ;Pronoun;nothing, (not) at all;95 ;;;;;;;;nada ;n/a;n/a
algo ;Pronoun;something, somewhat;101 ;;;;;;;;algo ;n/a;n/a
esto ;Pronoun;this (n);110 ;;;;;;;;esto ;n/a;n/a
te ;Pronoun;you (obj/+fam);136 ;;;;;;;;te ;n/a;n/a
quien ;Pronoun;who, whom;141 ;;;;;;;;quien ;n/a;n/a
cual ;Pronoun;which, who, whom;153 ;;;;;;;;cual ;n/a;n/a
_ste ;Pronoun;this one (m), [_sta (f)];168 ;;;;;;;;_ste ;n/a;n/a
nosotros ;Pronoun;we (subj);191 ;;;;;;;;nosotros ;n/a;n/a
nadie ;Pronoun;nobody, anybody;233 ;;;;;;;;nadie ;n/a;n/a
usted ;Pronoun;you (subj/-fam);269 ;;;;;;;;usted ;n/a;n/a
qui_n ;Pronoun;who?, whom?;292 ;;;;;;;;qui_n ;n/a;n/a
ello ;Pronoun;it (subj-n);343 ;;;;;;;;ello ;n/a;n/a
m_ ;Pronoun;me (obj prep);357 ;;;;;;;;m_ ;n/a;n/a
cu_l ;Pronoun;which?;395 ;;;;;;;;cu_l ;n/a;n/a
alguien ;Pronoun;somebody, someone, anyone;480 ;;;;;;;;alguien ;n/a;n/a
suyo ;Pronoun;his, hers, yours (-fam), theirs;520 ;;;;;;;;suyo ;n/a;n/a
t_ ;Pronoun;you (subj-sg/+fam);554 ;;;;;;;;t_ ;n/a;n/a
aquello ;Pronoun;that over there (n);814 ;;;;;;;;aquello ;n/a;n/a
_se ;Pronoun;that one (m), [_sa (f)];855 ;;;;;;;;_se ;n/a;n/a
m_o ;Pronoun;mine;872 ;;;;;;;;m_o ;n/a;n/a
os ;Pronoun;you (obj-pl/+fam);1373 ;;;;;;;;os ;n/a;n/a
aqu_l ;Pronoun;that one over there (m);1390 ;;;;;;;;aqu_l ;n/a;n/a
ti ;Pronoun;you (obj prep-sg/+fam);1704 ;;;;;;;;ti ;n/a;n/a
conmigo ;Pronoun;with me;1845 ;;;;;;;;conmigo ;n/a;n/a
tuyo ;Pronoun;yours (sg/+fam);2797 ;;;;;;;;tuyo ;n/a;n/a
contigo ;Pronoun;with you;3017 ;;;;;;;;contigo ;n/a;n/a
vos ;Pronoun;you (subj-sg/+fam);3430 ;;;;;;;;vos ;n/a;n/a
vosotros ;Pronoun;you (subj-pl/+fam);4132 ;;;;;;;;vosotros ;n/a;n/a
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
;;;;;;;;;;;0;;
su ;Adjective;his/her/their/your (-fam);14 ;;;;;;;;su ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
lo ;Adjective;the (+ neuter);20 ;;;;;;;;lo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
todo ;Adjective;all, every;22 ;;;;;;;;todo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
m_s ;Adjective;more;24 ;;;;;;;;m_s ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
este ;Adjective;this (m) [esta (f)];29 ;;;;;;;;este ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
otro ;Adjective;other, another;31 ;;;;;;;;otro ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ese ;Adjective;that (m) [esa (f)];32 ;;;;;;;;ese ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mucho ;Adjective;much, many, a lot (ADV);45 ;;;;;;;;mucho ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mi ;Adjective;my;49 ;;;;;;;;mi ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
alguno ;Adjective;some, someone (PRON);50 ;;;;;;;;alguno ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mismo ;Adjective;same;51 ;;;;;;;;mismo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
primero ;Adjective;_rst;60 ;;;;;;;;primero ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
grande ;Adjective;large, great, big;62 ;;;;;;;;grande ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
poco ;Adjective;little, few, a little bit (ADV);74 ;;;;;;;;poco ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
tanto ;Adjective;so much, so many;79 ;;;;;;;;tanto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
nuestro ;Adjective;our;82 ;;;;;;;;nuestro ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
cada ;Adjective;each, every;96 ;;;;;;;;cada ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
menos ;Adjective;less, fewer;98 ;;;;;;;;menos ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
nuevo ;Adjective;new;99 ;;;;;;;;nuevo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
aquel ;Adjective;that (over there);107 ;;;;;;;;aquel ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
bueno ;Adjective;good;115 ;;;;;;;;bueno ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
tal ;Adjective;such (a);120 ;;;;;;;;tal ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mejor ;Adjective;best, better (ADV);121 ;;;;;;;;mejor ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
cierto ;Adjective;certain, sure, true;123 ;;;;;;;;cierto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mayor ;Adjective;larger, older, main;138 ;;;;;;;;mayor ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
_ltimo ;Adjective;last, _nal;139 ;;;;;;;;_ltimo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
propio ;Adjective;own, proper, typical;140 ;;;;;;;;propio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ninguno ;Adjective;no, none, nobody (PRON);144 ;;;;;;;;ninguno ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
cualquier ;Adjective;any, anyone (PRON);149 ;;;;;;;;cualquier ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
solo ;Adjective;lonely, alone;160 ;;;;;;;;solo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
largo ;Adjective;long;175 ;;;;;;;;largo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
_nico ;Adjective;only, unique, sole;181 ;;;;;;;;_nico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
peque_o ;Adjective;little, small, young;184 ;;;;;;;;peque_o ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
alto ;Adjective;tall, high;185 ;;;;;;;;alto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
importante ;Adjective;important;207 ;;;;;;;;importante ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
medio ;Adjective;half, middle;208 ;;;;;;;;medio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
cuanto ;Adjective;en cuanto a: in terms of, regarding;213 ;;;;;;;;cuanto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
humano ;Adjective;human;218 ;;;;;;;;humano ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
varios ;Adjective;several, various;224 ;;;;;;;;varios ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
posible ;Adjective;possible;225 ;;;;;;;;posible ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
general ;Adjective;general;227 ;;;;;;;;general ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
igual ;Adjective;equal, same (as);239 ;;;;;;;;igual ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
segundo ;Adjective;second;243 ;;;;;;;;segundo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
